Date,Minimum Temp (C),Mean Temperature (C),Maximum Temp (C),Rain (mm),Relative Humidity %,CloudCover,Mean Wind SpeedKm/h
2015-09-10,2.550000000000012,8.650000000000034,14.750000000000057,0.0,45.25,,
2015-09-11,2.450000000000045,9.500000000000028,16.55000000000001,0.0,29.1,,
2015-09-12,5.150000000000034,12.600000000000025,20.05000000000001,0.0,30.450000000000003,,
2015-09-13,6.750000000000057,14.750000000000057,22.750000000000057,0.0,26.9,,
2015-09-14,10.650000000000034,19.350000000000023,28.05000000000001,0.0,25.200000000000003,,
2015-09-15,13.350000000000025,19.200000000000017,25.05000000000001,0.0,28.15,,
2015-09-16,9.650000000000034,14.05000000000004,18.450000000000045,0.0,33.900000000000006,,
2015-09-17,6.550000000000011,13.700000000000015,20.850000000000023,0.0,40.05,,
2015-09-18,6.9500000000000455,13.80000000000004,20.650000000000038,0.0,41.85,,
2015-09-19,7.850000000000023,15.750000000000028,23.650000000000038,1.1515,47.6,,
2015-09-20,11.550000000000011,16.400000000000034,21.250000000000057,0.0,72.2,,
2015-09-21,11.150000000000034,17.650000000000034,24.150000000000038,0.0,71.0,,
2015-09-22,10.650000000000034,14.250000000000028,17.850000000000023,0.0,79.9,,
2015-09-23,9.250000000000057,14.100000000000051,18.950000000000045,0.0,69.30000000000001,,
2015-09-24,8.050000000000011,13.150000000000034,18.250000000000057,0.0,75.75,,
2015-09-25,8.550000000000011,11.400000000000034,14.250000000000057,0.0,73.5,,
2015-09-26,7.850000000000023,13.100000000000025,18.350000000000023,0.0,66.15,,
2015-09-27,8.350000000000023,15.900000000000034,23.450000000000045,5.488000392,60.7,,
2015-09-28,12.550000000000011,19.75000000000003,26.950000000000045,0.7595,60.35000000000001,,
2015-09-29,11.550000000000011,13.850000000000025,16.150000000000034,0.0,81.30000000000001,,
2015-09-30,10.150000000000034,15.600009765625032,21.05001953125003,0.0,67.35000000000001,,
2015-10-01,10.650000000000034,19.24999023437502,27.849980468750005,0.6370000392,62.7,,
2015-10-02,7.050000000000011,11.04999023437503,15.04998046875005,10.33900098,60.75000000000001,,
2015-10-03,4.650000000000034,9.900000000000034,15.150000000000034,0.049,63.900000000000006,,
2015-10-04,6.650000000000034,13.400000000000034,20.150000000000038,0.0,53.0,,
2015-10-05,9.450000000000044,18.80000976562505,28.15001953125005,0.0,61.650000000000006,,
2015-10-06,9.950000000000044,16.900000000000034,23.850000000000023,0.0,71.3,,
2015-10-07,10.250000000000057,14.200000000000044,18.150000000000038,0.0,50.1,,
2015-10-08,8.950000000000045,12.100000000000051,15.250000000000057,0.0245,72.5,,
2015-10-09,7.050000000000011,9.950009765625026,12.85001953125004,0.049,64.65,,
2015-10-10,5.150000000000034,8.850000000000023,12.550000000000011,0.784,60.150000000000006,,
2015-10-11,5.150000000000034,8.54999023437503,11.949980468750027,0.0,67.80000000000001,,
2015-10-12,4.650000000000034,12.250000000000028,19.850000000000023,0.0,67.05000000000001,,
2015-10-13,9.850000000000025,17.00000000000003,24.150000000000038,0.0,58.55,,
2015-10-14,13.450000000000044,20.10000000000005,26.750000000000057,0.5145,50.00000000000001,,
2015-10-15,9.450000000000044,14.900000000000034,20.350000000000023,0.3185,43.6,,
2015-10-16,5.9500000000000455,12.80000000000004,19.650000000000038,0.0,41.95,,
2015-10-17,6.750000000000057,12.700000000000044,18.650000000000038,0.0,49.3,,
2015-10-18,8.950019531250007,16.25000976562501,23.55000000000001,0.049,42.1,,
2015-10-19,13.950000000000044,20.00000000000003,26.05000000000001,2.1069999999999998,54.55,,
2015-10-20,12.250000000000057,17.500000000000057,22.750000000000057,0.0,37.65,,
2015-10-21,11.850000000000025,18.55000000000004,25.250000000000057,0.2695,43.5,,
2015-10-22,11.750000000000057,17.250000000000057,22.750000000000057,0.0,51.95,,
2015-10-23,8.850000000000023,13.200000000000015,17.55000000000001,0.0,60.0,,
2015-10-24,7.950000000000045,11.850000000000051,15.750000000000057,0.2205000098,63.5,,
2015-10-25,8.550000000000011,15.850000000000025,23.150000000000038,0.0,67.10000000000001,,
2015-10-26,13.150000000000034,16.200000000000045,19.250000000000057,0.0,79.80000000000001,,
2015-10-27,10.550000000000011,15.750000000000028,20.950000000000045,2.156,85.5,,
2015-10-28,16.850000000000023,22.600000000000023,28.350000000000023,0.0,69.9,,
2015-10-29,15.750000000000057,18.650000000000038,21.55000000000001,4.9245,75.7,,
2015-10-30,13.450000000000044,17.75000000000003,22.05000000000001,0.0,77.7,,
2015-10-31,11.450000000000044,14.05000000000004,16.650000000000034,0.147,70.4,,
2015-11-01,9.750000000000057,12.250000000000057,14.750000000000057,2.425499706,65.80000000000001,,
2015-11-02,9.950000000000044,15.000000000000028,20.05000000000001,0.294,64.2,,
2015-11-03,12.050000000000011,16.599990234375014,21.149980468750016,1.8375,58.35,,
2015-11-04,10.650000000000034,13.55000000000004,16.450000000000045,17.83599902,69.4,,
2015-11-05,8.750000000000057,13.200009765625056,17.650019531250052,0.0,71.0,,
2015-11-06,9.450000000000044,16.200000000000045,22.950000000000045,0.0735,58.650000000000006,,
2015-11-07,12.550000000000011,18.350000000000023,24.150000000000038,2.1069999999999998,59.5,,
2015-11-08,14.350000000000025,20.599990234375014,26.849980468750005,4.9245009799999995,61.0,,
2015-11-09,17.750000000000057,24.899990234375053,32.04998046875005,1.372000098,60.8,,
2015-11-10,14.750000000000057,17.80000000000004,20.850000000000023,78.8655,76.30000000000001,,
2015-11-11,16.850000000000023,21.350000000000023,25.850000000000023,0.098,46.150000000000006,,
2015-11-12,16.750019531250018,22.600009765625032,28.450000000000045,0.196,52.5,,
2015-11-13,15.650000000000034,21.80000976562502,27.950019531250007,0.0,39.7,,
2015-11-14,15.24998046875004,21.649990234375025,28.05000000000001,0.0,43.85,,
2015-11-15,16.850000000000023,23.55000000000004,30.250000000000057,0.0,45.1,,
2015-11-16,18.55000000000001,24.30000000000001,30.05000000000001,0.0245,49.05,,
2015-11-17,17.55000000000001,22.30000000000001,27.05000000000001,13.13199804,67.5,,
2015-11-18,16.150000000000034,23.29999023437503,30.449980468750027,6.859999999999999,50.150000000000006,,
2015-11-19,10.950000000000044,14.600000000000051,18.250000000000057,36.0395,57.55,,
2015-11-20,8.650000000000034,14.900000000000034,21.150000000000038,0.0,36.900000000000006,,
2015-11-21,11.950000000000044,19.700000000000045,27.450000000000045,0.0,39.45,,
2015-11-22,12.750000000000057,19.55000000000004,26.350000000000023,0.0,54.3,,
2015-11-23,13.350000000000025,18.150000000000038,22.950000000000045,0.0,62.400000000000006,,
2015-11-24,14.150019531250052,19.100009765625032,24.05000000000001,0.0,64.4,,
2015-11-25,15.750000000000057,19.30000000000004,22.850000000000023,0.0,62.95,,
2015-11-26,15.850000000000025,20.25000000000003,24.650000000000038,0.049,73.75,,
2015-11-27,16.05000000000001,21.100000000000023,26.150000000000038,3.332,57.95,,
2015-11-28,13.050000000000011,18.199990234375008,23.349980468750005,0.0,39.650000000000006,,
2015-11-29,13.150000000000034,17.700000000000045,22.250000000000057,0.2205,51.3,,
2015-11-30,13.650019531250052,19.150000000000038,24.649980468750016,0.0,48.7,,
2015-12-01,14.250000000000057,20.79999023437503,27.349980468750005,0.0,40.85,,
2015-12-02,14.350000000000025,19.450000000000017,24.55000000000001,0.0,57.1,,
2015-12-03,15.050000000000011,20.74999023437502,26.449980468750027,5.831000294,64.05000000000001,,
2015-12-04,15.850000000000025,22.149990234375025,28.449980468750027,0.6125,58.45,,
2015-12-05,16.349980468750005,20.399990234375025,24.450000000000045,31.506998039999996,57.50000000000001,,
2015-12-06,12.750000000000057,19.55000000000004,26.350000000000023,0.0,59.1,,
2015-12-07,16.150000000000034,22.350000000000023,28.55000000000001,0.0,47.400000000000006,,
2015-12-08,16.850000000000023,22.74999023437502,28.649980468750016,0.294,63.400000000000006,,
2015-12-09,17.350000000000023,22.700000000000017,28.05000000000001,83.6185049,60.150000000000006,,
2015-12-10,17.850000000000023,24.25000976562504,30.65001953125005,5.708500294,40.150000000000006,,
2015-12-11,19.650000000000038,26.69999023437504,33.74998046875004,0.0,30.35,,
2015-12-12,21.05000000000001,26.400000000000038,31.750000000000057,14.014000000000001,61.5,,
2015-12-13,18.850000000000023,26.350000000000023,33.85000000000002,25.06349902,48.2,,
2015-12-14,19.850000000000023,23.650000000000038,27.450000000000045,18.889499999999998,59.85000000000001,,
2015-12-15,16.950000000000045,21.999990234375048,27.04998046875005,18.350498039999998,48.85,,
2015-12-16,17.350000000000023,23.100000000000023,28.850000000000023,0.0,55.7,,
2015-12-17,18.850000000000023,22.75000000000003,26.650000000000038,0.5145,70.7,,
2015-12-18,12.950000000000044,17.400000000000034,21.850000000000023,0.0,34.25,,
2015-12-19,10.650000000000034,17.05000000000004,23.450000000000045,0.0,37.150000000000006,,
2015-12-20,13.550000000000011,19.50000976562501,25.450019531250007,0.0,52.05,,
2015-12-21,18.650000000000038,24.649990234375025,30.649980468750016,0.0,69.85,,
2015-12-22,20.950000000000045,24.94999023437504,28.949980468750027,0.0,63.25,,
2015-12-23,19.950000000000045,24.900000000000038,29.850000000000023,2.915500098,68.45,,
2015-12-24,18.650000000000038,23.75000000000003,28.850000000000023,1.225,66.05000000000001,,
2015-12-25,18.350000000000023,25.200000000000017,32.05000000000001,0.0,53.15,,
2015-12-26,19.55000000000001,26.75000000000003,33.950000000000045,0.0,54.05,,
2015-12-27,20.85001953125004,28.00000976562504,35.150000000000034,2.425500098,53.75,,
2015-12-28,23.85001953125004,29.200019531250035,34.55001953125003,8.74649902,49.05,,
2015-12-29,20.55000000000001,27.05000000000001,33.55000000000001,0.0245,51.3,,
2015-12-30,20.55000000000001,25.99999023437502,31.449980468750027,3.9935,52.3,,
2015-12-31,20.650000000000038,23.900000000000038,27.150000000000038,23.814000980000003,57.60000000000001,,
2016-01-01,19.24998046875004,25.19999023437504,31.150000000000038,0.0,50.400000000000006,,
2016-01-02,19.450000000000045,25.00000000000003,30.55000000000001,0.0,55.85,,
2016-01-03,20.350000000000023,24.54999023437503,28.74998046875004,12.25,71.35000000000001,,
2016-01-04,19.950000000000045,24.75000000000003,29.55000000000001,1.641499804,71.15,,
2016-01-05,18.250000000000057,21.950000000000045,25.650000000000038,23.177,79.7,,
2016-01-06,17.650000000000034,21.34999023437504,25.04998046875005,0.0245,74.7,,
2016-01-07,14.650000000000034,21.00000000000003,27.350000000000023,0.0,41.75,,
2016-01-08,14.850000000000025,21.50000976562504,28.15001953125005,13.009500000000001,52.5,,
2016-01-09,16.949980468750027,21.29999023437503,25.650000000000038,0.049,60.85000000000001,,
2016-01-10,17.04998046875005,23.55000000000004,30.05001953125003,0.0,58.75,,
2016-01-11,18.450019531250007,25.100019531250013,31.750019531250015,0.0,55.75,,
2016-01-12,19.250000000000057,24.80000976562505,30.35001953125004,0.245,63.30000000000001,,
2016-01-13,17.55001953125003,23.450009765625023,29.350000000000023,0.3675,54.85,,
2016-01-14,18.449980468750027,25.34999023437504,32.25000000000006,0.0,48.6,,
2016-01-15,18.55000000000001,25.200000000000017,31.850000000000023,0.0245,50.05,,
2016-01-16,20.450000000000045,26.55000000000004,32.650000000000034,0.0,41.8,,
2016-01-17,19.55000000000001,26.350000000000023,33.150000000000034,0.196,52.95,,
2016-01-18,19.450000000000045,25.80000000000004,32.150000000000034,0.0,54.60000000000001,,
2016-01-19,20.04998046875005,27.59999023437504,35.150000000000034,0.0,39.6,,
2016-01-20,21.750000000000057,29.10000000000005,36.450000000000045,0.0,28.6,,
2016-01-21,22.250000000000057,28.750000000000057,35.25000000000006,0.0,29.950000000000003,,
2016-01-22,22.149980468750016,29.900000000000038,37.65001953125005,0.0,32.1,,
2016-01-23,21.250000000000057,28.450000000000045,35.650000000000034,0.0,28.450000000000003,,
2016-01-24,16.449980468750027,26.850000000000023,37.25001953125002,17.29700196,51.00000000000001,,
2016-01-25,14.450019531250009,22.150019531250024,29.85001953125004,4.826500686,45.8,,
2016-01-26,12.750000000000057,20.10000000000005,27.450000000000045,4.0424999999999995,46.7,,
2016-01-27,14.85001953125004,21.900009765625043,28.950000000000045,0.0,43.6,,
2016-01-28,15.650000000000034,22.400000000000038,29.150000000000038,0.0,41.25,,
2016-01-29,16.250019531250018,21.75000976562504,27.250000000000057,4.41,64.25,,
2016-01-30,18.65001953125005,22.95000976562505,27.250000000000057,12.83800098,63.85000000000001,,
2016-01-31,15.85001953125004,21.650009765625043,27.450000000000045,0.0,42.9,,
2016-02-01,11.750000000000057,19.450000000000045,27.150000000000038,0.0245,41.150000000000006,,
2016-02-02,14.350000000000025,20.75000000000003,27.150000000000038,0.0,35.7,,
2016-02-03,15.85001953125004,21.55000000000004,27.24998046875004,0.3920000392,56.45,,
2016-02-04,17.450000000000045,24.200000000000045,30.950000000000045,0.8329999607999999,53.15,,
2016-02-05,18.150000000000038,23.100000000000023,28.05000000000001,30.28200196,70.15,,
2016-02-06,17.650000000000034,24.05000000000004,30.450000000000045,0.0,56.45,,
2016-02-07,21.350000000000023,25.900000000000038,30.450000000000045,13.7935,71.55000000000001,,
2016-02-08,20.849980468750005,25.099990234375014,29.350000000000023,3.552500196,73.45,,
2016-02-09,18.149980468750016,23.899990234375025,29.650000000000038,0.0,64.5,,
2016-02-10,20.250000000000057,25.500000000000057,30.750000000000057,0.0,60.05000000000001,,
2016-02-11,21.350000000000023,26.600000000000023,31.850000000000023,0.0,64.55000000000001,,
2016-02-12,22.250000000000057,27.950000000000045,33.650000000000034,2.891,61.05,,
2016-02-13,16.350000000000023,22.00000000000003,27.650000000000038,5.75750049,56.8,,
2016-02-14,16.35001953125004,24.10001953125004,31.85001953125004,0.0,44.900000000000006,,
2016-02-15,19.450000000000045,25.19999023437504,30.949980468750027,9.163,61.1,,
2016-02-16,21.05000000000001,27.700000000000017,34.35000000000002,1.127000098,60.400000000000006,,
2016-02-17,19.85001953125004,25.25000976562504,30.650000000000038,4.8755,63.900000000000006,,
2016-02-18,20.350000000000023,25.75000000000003,31.150000000000038,0.0,75.0,,
2016-02-19,18.950000000000045,22.700000000000045,26.450000000000045,32.2175,87.75,,
2016-02-20,16.650000000000034,22.30000000000004,27.950000000000045,0.0,74.10000000000001,,
2016-02-21,17.350000000000023,24.00000000000003,30.650000000000038,0.0,60.4,,
2016-02-22,18.450000000000045,24.30000000000004,30.150000000000038,0.0,64.0,,
2016-02-23,20.05000000000001,25.30000976562502,30.55001953125003,7.889,63.25000000000001,,
2016-02-24,20.649980468750016,26.79999023437503,32.950000000000045,2.841999902,59.10000000000001,,
2016-02-25,17.649980468750016,21.54999023437503,25.450000000000045,0.686000049,66.1,,
2016-02-26,14.54998046875005,20.999990234375048,27.450000000000045,2.0825,67.5,,
2016-02-27,11.149980468750016,19.19999023437504,27.250000000000057,0.0,40.400000000000006,,
2016-02-28,14.850000000000025,22.55000000000004,30.250000000000057,0.0,29.75,,
2016-02-29,16.55001953125003,23.30000976562502,30.05000000000001,35.6475,52.5,,
2016-03-01,15.450000000000044,21.00000000000003,26.55000000000001,2.7195,68.4,,
2016-03-02,13.350000000000025,19.00000000000003,24.650000000000038,0.0,72.9,,
2016-03-03,13.450019531250009,20.75000976562501,28.05000000000001,0.0,66.0,,
2016-03-04,16.150019531250052,21.850009765625032,27.55000000000001,0.1225,58.400000000000006,,
2016-03-05,11.950019531250009,18.100009765625032,24.250000000000057,0.0,55.900000000000006,,
2016-03-06,12.050000000000011,19.55000000000001,27.05000000000001,0.17150000980000002,52.95,,
2016-03-07,14.04998046875005,17.849990234375042,21.650000000000038,1.543499902,67.60000000000001,,
2016-03-08,14.850000000000025,20.30000000000004,25.750000000000057,73.0345098,70.35000000000001,,
2016-03-09,14.350000000000025,19.950000000000017,25.55000000000001,0.0,59.95,,
2016-03-10,10.550000000000011,14.850000000000025,19.150000000000038,0.0,80.30000000000001,,
2016-03-11,9.650000000000034,17.25000000000003,24.850000000000023,0.0,67.7,,
2016-03-12,11.950000000000044,17.000009765625038,22.05001953125003,0.0,73.15,,
2016-03-13,13.24998046875004,20.199980468750027,27.149980468750016,0.0,56.900000000000006,,
2016-03-14,12.750000000000057,20.55000000000004,28.350000000000023,0.0,56.60000000000001,,
2016-03-15,14.850000000000025,22.600000000000023,30.350000000000023,0.0,58.5,,
2016-03-16,17.05000000000001,23.80000000000001,30.55000000000001,0.0,60.00000000000001,,
2016-03-17,21.250000000000057,27.650000000000063,34.05000000000007,0.0,52.900000000000006,,
2016-03-18,12.050000000000011,17.75000000000003,23.450000000000045,9.18749902,61.400000000000006,,
2016-03-19,8.950000000000045,12.850000000000051,16.750000000000057,0.0735,54.7,,
2016-03-20,8.950000000000045,14.05000000000004,19.150000000000038,0.0,78.6,,
2016-03-21,8.650000000000034,15.900000000000034,23.150000000000038,0.0,67.85000000000001,,
2016-03-22,10.950000000000044,18.900000000000038,26.850000000000023,0.0,51.3,,
2016-03-23,12.950000000000044,20.50000000000003,28.05000000000001,0.0245,52.900000000000006,,
2016-03-24,13.850000000000025,19.80000000000004,25.750000000000057,0.0,57.10000000000001,,
2016-03-25,11.650000000000034,15.900000000000034,20.150000000000038,0.0,72.75,,
2016-03-26,9.150000000000034,14.850000000000025,20.55000000000001,0.0,72.95,,
2016-03-27,10.450000000000044,17.25000000000003,24.05000000000001,0.0,64.4,,
2016-03-28,12.050000000000011,19.850000000000023,27.650000000000038,0.0245,63.85000000000001,,
2016-03-29,15.250000000000057,21.450000000000045,27.650000000000038,0.0,63.75,,
2016-03-30,16.05000000000001,21.80000000000001,27.55000000000001,0.0,59.400000000000006,,
2016-03-31,17.650000000000034,23.30000000000004,28.950000000000045,0.0,69.25,,
2016-04-01,18.450000000000045,24.650000000000038,30.850000000000023,11.41700098,69.35000000000001,,
2016-04-02,16.750000000000057,20.700000000000045,24.650000000000038,13.94049804,74.8,,
2016-04-03,16.250000000000057,18.000000000000057,19.750000000000057,0.0,88.80000000000001,,
2016-04-04,16.350000000000023,20.600000000000023,24.850000000000023,1.8865,82.35,,
2016-04-05,14.050000000000011,15.400000000000034,16.750000000000057,7.4235,89.45,,
2016-04-06,12.450000000000044,17.55000000000004,22.650000000000038,8.9915,77.45,,
2016-04-07,14.250000000000057,17.250000000000057,20.250000000000057,0.0,86.0,,
2016-04-08,15.550000000000011,18.450000000000017,21.350000000000023,0.0,92.2,,
2016-04-09,12.450000000000044,16.150000000000034,19.850000000000023,0.0,73.5,,
2016-04-10,10.250000000000057,12.80000000000004,15.350000000000025,0.0,86.85,,
2016-04-11,8.650000000000034,12.950000000000044,17.250000000000057,1.0045,76.25,,
2016-04-12,11.350000000000025,14.200000000000015,17.05000000000001,15.63100098,89.75,,
2016-04-13,10.850000000000025,17.100000000000023,23.350000000000023,0.0735,74.9,,
2016-04-14,14.150000000000034,20.75000000000003,27.350000000000023,0.0,71.85000000000001,,
2016-04-15,18.05000000000001,25.200000000000017,32.35000000000002,0.0,64.9,,
2016-04-16,14.150000000000034,19.55000000000004,24.950000000000045,0.0,78.85,,
2016-04-17,10.550000000000011,16.150000000000034,21.750000000000057,0.0,67.4,,
2016-04-18,10.650000000000034,13.950000000000044,17.250000000000057,0.0,68.80000000000001,,
2016-04-19,10.450000000000044,16.25000000000003,22.05000000000001,0.0245,62.5,,
2016-04-20,10.850000000000025,16.80000000000004,22.750000000000057,1.8375,53.7,,
2016-04-21,12.650000000000034,16.600000000000023,20.55000000000001,0.0,51.400000000000006,,
2016-04-22,11.350000000000025,16.75000000000003,22.150000000000038,0.46550001960000004,58.95,,
2016-04-23,11.450000000000044,19.200000000000045,26.950000000000045,0.0735,62.85,,
2016-04-24,8.450000000000045,12.150000000000034,15.850000000000025,0.098,70.85000000000001,,
2016-04-25,5.550000000000011,7.650000000000034,9.750000000000057,14.5285,75.9,,
2016-04-26,3.3500000000000227,8.200000000000017,13.050000000000011,0.4165,51.9,,
2016-04-27,1.9500000000000453,7.30000000000004,12.650000000000034,0.0,57.400000000000006,,
2016-04-28,2.750000000000057,9.900000000000034,17.05000000000001,0.49,55.10000000000001,,
2016-04-29,7.550000000000011,11.450000000000015,15.350000000000025,0.294,62.60000000000001,,
2016-04-30,4.850000000000023,9.80000000000004,14.750000000000057,0.0,76.6,,
2016-05-01,7.350000000000023,13.850000000000025,20.350000000000023,0.098,58.8,,
2016-05-02,9.750000000000057,13.900000000000034,18.05000000000001,0.4165000392,75.0,,
2016-05-03,8.850000000000023,13.400000000000034,17.950000000000045,0.2205,77.75,,
2016-05-04,9.550000000000011,15.150000000000034,20.750000000000057,0.735,66.10000000000001,,
2016-05-05,10.750000000000057,13.450000000000044,16.150000000000034,1.47,73.0,,
2016-05-06,8.650000000000034,12.900000000000034,17.150000000000034,0.0,74.95,,
2016-05-07,9.550000000000011,12.150000000000034,14.750000000000057,0.6125,88.5,,
2016-05-08,8.350000000000023,12.55000000000004,16.750000000000057,0.196,82.75,,
2016-05-09,9.150000000000034,13.200000000000044,17.250000000000057,0.0,83.35000000000001,,
2016-05-10,12.250000000000057,12.700000000000044,13.150000000000034,0.0245,93.8,,
2016-05-11,10.850000000000025,11.650000000000034,12.450000000000044,6.002500489999999,97.1,,
2016-05-12,10.250000000000057,11.850000000000051,13.450000000000044,0.0,94.1,,
2016-05-13,9.550000000000011,12.400000000000034,15.250000000000057,0.0735,84.0,,
2016-05-14,8.650000000000034,12.400000000000034,16.150000000000034,0.1225,76.9,,
2016-05-15,9.550000000000011,13.150000000000034,16.750000000000057,0.147,68.55000000000001,,
2016-05-16,6.550000000000011,9.900000000000034,13.250000000000057,0.0,75.75,,
2016-05-17,5.750000000000057,8.600000000000051,11.450000000000044,0.0,83.95,,
2016-05-18,4.650000000000034,8.650000000000034,12.650000000000034,0.0,82.15,,
2016-05-19,7.150000000000034,10.750000000000028,14.350000000000025,0.3185000196,70.45,,
2016-05-20,8.150000000000034,11.150000000000034,14.150000000000034,0.245,69.2,,
2016-05-21,6.350000000000023,9.000000000000028,11.650000000000034,0.0,83.55000000000001,,
2016-05-22,4.750000000000057,9.850000000000051,14.950000000000044,0.0,73.65,,
2016-05-23,6.050000000000011,11.200000000000015,16.350000000000023,0.0,64.75,,
2016-05-24,8.050000000000011,12.800000000000011,17.55000000000001,0.17149999999999999,59.3,,
2016-05-25,7.150000000000034,12.350000000000025,17.55000000000001,0.1225,62.45,,
2016-05-26,8.350000000000023,10.650000000000034,12.950000000000044,0.0,75.95,,
2016-05-27,6.650000000000034,8.600000000000023,10.550000000000011,0.0,86.60000000000001,,
2016-05-28,5.150000000000034,9.000000000000028,12.850000000000025,0.0,77.5,,
2016-05-29,5.250000000000057,9.30000000000004,13.350000000000025,0.17149999999999999,79.30000000000001,,
2016-05-30,5.9500000000000455,11.150000000000034,16.350000000000023,0.245,73.1,,
2016-05-31,5.650000000000034,10.450000000000044,15.250000000000057,0.1225,65.95,,
